10,30DE4B
10,687FF0
10,C006C3
10,7CC2C6
10,A842A1
10,5C628B
10,203626
10,AC15A2
10,B0A7B9
10,6C5AB0
10,E848B8
10,40ED00
10,788CB5
10,1C61B4
10,9CA2F4
10,CC68B6
10,003192
10,F0A731
10,5CE931
10,60A4B7
10,005F67
10,3C52A1
10,5091E3
10,9C5322
10,482254
10,2887BA
10,3460F9
10,14EBB6
10,54AF97
10,5CA6E6
10,B4B024
10,1027F5
10,3C6A48
10,DC0077
10,F42A7D
10,C0C9E3
10,F88C21
10,6032B1
10,98DAC4
10,CC08FB
10,D46E0E
10,001478
10,30FC68
10,002586
10,54E6FC
10,74EA3A
10,F81A67
10,EC172F
10,0019E0
10,14E6E4
10,50C7BF
10,A8574E
10,1CFA68
10,E894F6
10,C04A00
10,743989
10,60292B
10,7844FD
10,F4848D
10,687724
10,403F8C
10,E4C32A
10,909A4A
10,80EA07
10,50D4F7
10,D076E7
10,9CA615
10,0C4B54
10,7C8BCA
10,B04E26
10,C0E42D
10,8CA6DF
10,8416F9
10,18D6C7
10,081F71
10,C06118
10,001D0F
10,882593
10,6CE873
10,C46E1F
10,50FA84
10,44B32D
10,0023CD
10,D85D4C
10,A0F3C1
10,D8150D
10,CC3429
10,4C10D5
10,68DDB7
10,14D864
10,AC84C6
10,6CB158
10,246968
10,34F716
10,D807B6
10,646E97
10,D03745
10,603A7C
10,54A703
10,B0BE76
10,34E894
10,94D9B3
10,B0958E
10,C025E9
10,002719
10,40169F
10,F4EC38
10,808917
10,90F652
10,14CF92
10,20DCE6
10,14CC20
10,54C80F
10,E4D332
10,C4E984
10,282CB2
10,E8DE27
10,BCD177
10,202351
10,D84489
10,6083E7
10,485F08
10,F86FB0
10,EC6073
10,A41A3A
10,3C846A
10,84D81B
10,D84732
10,74DA88
10,CC32E5
10,1C3BF3
10,7CB59B
10,D80D17
10,7405A5
10,547595
10,C47154
10,8C210A
10,206BE7
10,349672
10,000AEB
10,98DED0
10,EC086B
10,A42BB0
10,002127
10,EC888F
10,6466B3
10,F0F336
10,BC4699
10,F483CD
10,FCD733
10,5C899A
10,5C63BF
10,E005C5
10,388345
10,F4F26D
10,90AE1B
10,60E327
10,085700
10,30B5C2
10,9C216A
10,78A106
10,0C722C
10,98254A
10,242FD0
10,74FECE
10,245A5F
10,0030CA
10,78605B
10,04F9F8
10,480EEC
10,503EAA
10,F46D2F
10,18F22C
10,9897CC
10,18A6F7
10,584120
10,3C06A7
10,B09575
10,984827
10,68FF7B
10,808F1D
10,0C8063
10,487D2E
10,B8F883
10,DCFE18
10,704F57
10,28EE52
10,30B49E
10,1C4419
10,EC26CA
10,647002
10,10FEED
10,645601
10,F8D111
10,B0487A
10,940C6D
10,3C46D8
10,147590
10,50BD5F
10,D0C7C0
10,D4016D
10,0C8268
10,148692
10,A8154D
10,E4FAC4
10,40AE30
10,80AE54
10,000B79
10,00D018
10,006081
10,001970
10,00170C
10,0060B3
10,D09395D
10,649D99
10,002720
10,0001EB
10,00107C
10,00106E
10,000E98
10,3C6A2C8
10,0050C2A04
10,B8B1C7
10,00C068
10,000F03
10,0002DF
10,D425CC1
10,0050C2BF8
10,48DA354
10,70B3D5D4F
10,5076A6
10,40D85506E
10,00245C
10,00604B
10,0070B0
10,0270B0
10,A0BB3E0
10,001BC50A8
10,C4FFBC7
10,8C1F64A6A
10,0050C28EB
10,001549
10,0050C2248
10,0005C7
10,00603C
10,8C1F64328
10,2CD1417
10,4086CB
10,6C6E07
10,642943
10,F07D68
10,40D85517C
10,70B3D5547
10,78321B
10,10BEF5
10,0015E9
10,001B11
10,00265A
10,C8BE19
10,70B3D5B51
10,C0A0BB
10,A0CEC8
10,D8FEE3
10,70B3D5AA8
10,40D855190
10,30493B
10,00214D
10,D8380D
10,0050C22A3
10,40D85513A
10,0050C2EBA
10,0050C2B03
10,0004F8
10,0C0E76
10,085A11
10,A8637D
10,0CB6D2
10,283B82
10,0050C249D
10,70B3D5F1D
10,70B3D5761
10,00195B
10,000F3D
10,EC2280
10,70B3D5AF9
10,54B80A
10,3C1E04
10,E8CC18
10,F8E903
10,6C198F
10,40D8551A6
10,9CD643
10,0050C2905
10,00183D
10,0002A8
10,3C3332
10,C8787D
10,04BAD6
10,50A030A
10,7898E8
10,E01CFC
10,F0B4D2
10,C4E90A
10,60634C
10,00AD24
10,180F76
10,0050C2FC6
10,70B3D5D5C
10,E46F13
10,78542E
10,C4A81D
10,002191
10,ACF1DF
10,BCF685
10,0050C298E
10,70AF24
10,A42A95
10,340A33
10,ECADE0
10,F48CEB
10,0CFE5DB
10,58D56E
10,409BCD
10,E8FDE8
10,802689
10,70B3D5C80
10,A0AB1B
10,70B3D542A
10,000D88
10,001195
10,B8A386
10,1C7EE5
10,001346
10,1CBDB9
10,908D78
10,6C7220
10,48EE0C
10,7062B8
10,340804
10,000464
10,DCEAE7
10,BC2228
10,70B3D5137
10,A0A3F0
10,BC0F9A
10,70B3D5B1B
10,70B3D5EF9
10,0050C28F4
10,0050C2E67
10,74DADA
10,1062EB
10,70B3D5E5E
10,1C5F2B
10,0050BA
10,00179A
10,001CF0
10,001E58
10,0022B0
10,002401
10,1CAFF7
10,14D64D
10,9094E4
10,CCB255
10,28107B
10,FC7516
10,84C9B2
10,C8D3A3
10,C412F5
10,B0C554
10,5CD998
10,0050C27AE
10,001A9F
10,001A43
10,00A0C0
10,CC5C75
10,0050D9
10,7C25DA
10,D4D2D6
10,A02C36
10,54E4BD
10,144319
10,48022A
10,0006AB
10,D8445C
10,000262
10,4846C1
10,00055D
10,7C8899
10,648214
10,8C1F6447A
10,FCD2B61
10,381DD9
10,E0B2F1
10,0080C8
10,2CD26B
10,18BB26
10,0C9A42
10,AC35EE
10,54C9DF
10,34C3D2
10,008DDA
10,000B49
10,8C1F645F1
10,48D890
10,AC64CF
10,C43A35
10,AC5D5C
10,70B3D521A
10,805E4F
10,88835D
10,A0F459
10,586356
10,000C99
10,0050C2185
10,00C084
10,4080E1
10,A89609
10,B84D43
10,20579E
10,94CC043
10,241510E
10,E05A9F3
10,0C73EBD
10,0003B3
10,F43C3B
10,70B3D560D
10,F88A3C4
10,94DD3F
10,009363
10,54F29F
10,14F5F9
10,10BBF3
10,8812AC
10,684E05
10,F0B040
10,309587
10,2418C6
10,98F9C7E
10,0050C2924
10,0050C23A3
10,E021FE
10,5CC563
10,A09F7A
10,B437D8
10,E4A5EF
10,001897
10,00010E
10,188ED5
10,D48A3B
10,0025C5
10,B84C873
10,E43819
10,4C24CE
10,18EF3A
10,78F235
10,4024B2
10,6023A4
10,501395
10,889746
10,F8C120
10,00186A
10,D093955
10,B461E9
10,2C691D9
10,4C312D
10,BC9D42
10,601D9D
10,809F9B
10,E0859A
10,80AC7C
10,347563
10,D4B761
10,C46E7B
10,38A28C
10,FC702E
10,70C912
10,80D10A
10,8C1F6424C
10,102D41
10,C0E7BF
10,2C16BD5
10,38839A
10,4898CA
10,DC9758
10,10381F
10,703A2D
10,54F15F
10,A42985
10,B4C9B9
10,F085C1
10,308841
10,90B1E0
10,7CC709
10,001E97
10,50E478
10,905607
10,303D516
10,EC9C32
10,44B295
10,58B3FC
10,888279
10,842096
10,C0210D
10,CC79CF
10,70B3D5ED5
10,300A603
10,607072
10,9C69B4E
10,0069672
10,001D43
10,E0E1A9
10,200DB0
10,40A5EF
