2,D0DC2C
2,087B87
2,C47EE0
2,401482
2,246C84
2,90EB50
2,845A3E
2,4891D5
2,200BC5
2,90E95E
2,C08B2A
2,5451DE
2,64D814
2,001794
2,404244
2,30F70D
2,24813B
2,04BD97
2,D46624
2,E069BA
2,2436DA
2,E85C0A
2,A49BCD
2,28AFFD
2,7CF880
2,44B6BE
2,70F096
2,C884A1
2,CCDB93
2,7018A7
2,802DBF
2,F86BD9
2,C014FE
2,7CAD4F
2,AC7A56
2,00062A
2,24B657
2,3C5731
2,5CE176
2,4CE175
2,C4B239
2,3C510E
2,6C410E
2,6C310E
2,6C710D
2,10B3D5
2,000C86
2,FC589A
2,C064E4
2,14A2A0
2,DC8C37
2,00FD22
2,D4E880
2,2C01B5
2,50F722
2,D4C93C
2,00169D
2,700B4F
2,F4DBE6
2,04EB40
2,00A5BF
2,00B670
2,00BC60
2,5061BF
2,700F6A
2,6CDD30
2,F8B7E2
2,70708B
2,3890A5
2,CC9891
2,40CE24
2,40017A
2,C444A0
2,A0239F
2,70F35A
2,009AD2
2,2CABEB
2,2C3311
2,1005CA
2,08CCA7
2,0896AD
2,285261
2,286F7F
2,2CD02D
2,2834A2
2,006BF1
2,001B2A
2,00562B
2,94D469
2,003A7D
2,641225
2,00C88B
2,0C75BD
2,00F28B
2,000A8A
2,0090F2
2,60735C
2,34A84E
2,54781A
2,E02F6D
2,00605C
2,0006C1
2,00E014
2,0050F0
2,005014
2,0050BD
2,00906F
2,58971E
2,B4E9B0
2,000832
2,70105C
2,10F311
2,B83861
2,580A20
2,2C3ECF
2,508789
2,381C1A
2,BC671C
2,346288
2,CCD8C1
2,7C0ECE
2,A0ECF9
2,5CA48A
2,1C1D86
2,5017FF
2,189C5D
2,DCA5F4
2,547C69
2,9C57AD
2,004096
2,74A2E6
2,BCF1F2
2,C80084
2,40A6E8
2,E86549
2,B07D47
2,38ED18
2,382056
2,DCCEC1
2,58BFEA
2,2C542D
2,A41875
2,F4EA67
2,002A6A
2,000831
2,00082F
2,708105
2,E84040
2,C89C1D
2,108CCF
2,081735
2,B4A4E3
2,D0574C
2,ACA016
2,081FF3
2,3037A6
2,68EFBD
2,003A9B
2,00270D
2,00260A
2,002546
2,002545
2,002497
2,00235D
2,002304
2,0022BE
2,002290
2,00220C
2,001F27
2,001F26
2,001E49
2,001DE6
2,001CB1
2,0019E8
2,0019AA
2,001930
2,0018BA
2,0016C8
2,00152B
2,00152C
2,001469
2,00135F
2,00131A
2,000F34
2,000ED7
2,000D66
2,000DBD
2,000C85
2,000C30
2,000B5F
2,000B60
2,000AB7
2,000A8B
2,0009B6
2,000944
2,0008C2
2,0008A3
2,0007B4
2,0007B3
2,000750
2,000785
2,00070D
2,00070E
2,00055F
2,000574
2,000532
2,000196
2,003094
2,003040
2,00D0D3
2,003080
2,0050A7
2,A4004E
2,EC192E
2,505C88
2,F47470
2,E80AB9
2,481BA4
2,6C03B5
2,908855
2,687161
2,4CEC0F
2,5C64F1
2,5C3E06
2,C828E5
2,D009C8
2,44643C
2,24161B
2,E8DC6C
2,E8D322
2,34B883
2,806A00
2,ACBCD9
2,4006D5
2,0845D1
2,6887C6
2,80248F
2,B8A377
2,E44E2D
2,1CD1E0
2,045FB9
2,B0C53C
2,ECCE13
2,40B5C1
2,DC774C
2,94AEF0
2,AC4A56
2,BC5A56
2,24169D
2,9CE176
2,4CE176
2,3C410E
2,0027E3
2,B40216
2,F4BD9E
2,084FA9
2,084FF9
2,308BB2
2,6C5E3B
2,D46A35
2,5486BC
2,003085
2,C4B36A
2,6C8BD3
2,00EEAB
2,703509
2,A8B456
2,6899CD
2,00B1E3
2,00B771
2,DCF719
2,A0CF5B
2,780CF0
2,7079B3
2,00FCBA
2,68CAE4
2,28AC9E
2,00BE75
2,247E12
2,501CB0
2,B4A8B9
2,005D73
2,002790
2,6CB2AE
2,CC5A53
2,706BB9
2,84802D
2,7802B1
2,188090
2,70DF2F
2,E0ACF1
2,00C164
2,00E08F
2,887556
2,FC9947
2,6C2056
2,ACF2C5
2,005053
2,005050
2,00906D
2,0090AB
2,005054
2,00500B
2,2401C7
2,6886A7
2,08CC68
