1,002618
1,049226
1,1831BF
1,88D7F6
1,6045CB
1,9C5C8E
1,00E018
1,000C6E
1,000EA6
1,001D60
1,0015F2
1,90E6BA
1,F46D04
1,54A050
1,10C37B
1,E03F49
1,107C61
1,CC28AA
1,A036BC
1,A85E45
1,04D4C4
1,B06EBF
1,38D547
1,0018F3
1,001A92
1,0011D8
1,14DAE9
1,F832E4
1,305A3A
1,D850E6
1,74D02B
1,C86000
1,00040F
1,FCC233
1,581122
1,244BFE
1,2CFDA1
1,AC9E17
1,001FC6
1,708BCD
1,3085A9
1,001731
1,002215
1,E0CB4E
1,F07959
1,7824AF
1,BCEE7B
1,50465D
1,E89C25
1,C87F54
1,50EBF6
1,04421A
1,7C10C9
1,FC3497
1,F02F74
1,3C7C3F
1,D45D64
1,0C9D92
1,107B44
1,704D7B
1,3497F6
1,2C56DC
1,1C872C
1,001E8C
1,0013D4
1,20CF30
1,00248C
1,002354
1,1CB72C
1,086266
1,40167E
1,08BFB8
1,04D9F5
1,40B076
1,4CEDFB
1,2C4D54
1,D017C2
1,00112F
1,BCAEC5
1,10BF48
1,001BFC
1,485B39
1,14DDA9
1,382C4A
1,AC220B
1,60A44C
1,08606E
1,5404A6
